year	code	weight	code_label	id	binary1	binary2	three_code2	linearSVC_three_code2	linearSVC_binary1	linearSVC_binary2	b1	b2	tc
2004	5	10	irrelevant	698	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1983	3	10	relchanges (income/wages/earnings/etc.)	699	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1999	3	6.67	relchanges (income/wages/earnings/etc.)	702	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	2	1	2	2
1987	1	10	relinequality, explicit	703	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1981	3	6.67	relchanges (income/wages/earnings/etc.)	704	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2005	5	6.67	irrelevant	706	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
1980	5	6.67	irrelevant	708	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1980	3	10	relchanges (income/wages/earnings/etc.)	711	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2006	5	6.67	irrelevant	712	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1981	5	6.67	irrelevant	713	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1981	5	6.67	irrelevant	714	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1981	5	6.67	irrelevant	715	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1983	5	6.67	irrelevant	717	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1989	5	6.67	irrelevant	718	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1981	5	6.67	irrelevant	720	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1982	3	10	relchanges (income/wages/earnings/etc.)	721	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1982	4	6.67	releconomy (employment, economy)	722	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
2006	2	6.67	relinequality, implicit	723	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	2	2	1	1	1
2007	5	6.67	irrelevant	725	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2008	5	6.67	irrelevant	726	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2009	3	6.67	relchanges (income/wages/earnings/etc.)	727	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2001	3	6.67	relchanges (income/wages/earnings/etc.)	728	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1985	2	10	relinequality, implicit	729	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
2004	5	6.67	irrelevant	730	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	1	2	2	3
1992	3	10	relchanges (income/wages/earnings/etc.)	731	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1984	3	10	relchanges (income/wages/earnings/etc.)	733	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1980	2	6.67	relinequality, implicit	736	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
2010	1	1	relinequality, explicit	737	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2004	5	6.67	irrelevant	738	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1982	1	10	relinequality, explicit	739	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2004	3	10	relchanges (income/wages/earnings/etc.)	740	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
2012	1	1	relinequality, explicit	741	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2009	1	6.67	relinequality, explicit	742	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	1	2	1	1	1
1999	2	6.67	relinequality, implicit	743	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	2	2	1	1	1
2012	1	1	relinequality, explicit	746	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1982	2	6.67	relinequality, implicit	748	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
1981	2	6.67	relinequality, implicit	749	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	1	2	1	1	1
1981	1	6.67	relinequality, explicit	751	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1981	3	10	relchanges (income/wages/earnings/etc.)	753	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1981	3	10	relchanges (income/wages/earnings/etc.)	754	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1987	5	6.67	irrelevant	757	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1980	5	6.67	irrelevant	758	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
1985	2	10	relinequality, implicit	760	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1980	3	6.67	relchanges (income/wages/earnings/etc.)	762	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1994	1	6.67	relinequality, explicit	765	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1989	5	10	irrelevant	766	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1985	3	6.67	relchanges (income/wages/earnings/etc.)	768	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1995	1	10	relinequality, explicit	769	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
2005	3	6.67	relchanges (income/wages/earnings/etc.)	775	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1991	5	6.67	irrelevant	776	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1980	1	6.67	relinequality, explicit	779	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	1	2	1	1	1
2012	5	6.67	irrelevant	780	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
2001	3	10	relchanges (income/wages/earnings/etc.)	781	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1992	5	6.67	irrelevant	784	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1991	2	6.67	relinequality, implicit	786	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2012	5	6.67	irrelevant	787	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2010	5	6.67	irrelevant	791	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2000	3	10	relchanges (income/wages/earnings/etc.)	794	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2008	1	1	relinequality, explicit	795	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	1	2	1	1	1
2002	5	6.67	irrelevant	796	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
2011	5	6.67	irrelevant	797	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1998	5	6.67	irrelevant	799	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2005	5	6.67	irrelevant	801	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1997	1	10	relinequality, explicit	802	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
1981	5	6.67	irrelevant	804	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1980	3	6.67	relchanges (income/wages/earnings/etc.)	807	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	1	2	1	2	2
1980	5	6.67	irrelevant	808	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1987	4	6.67	releconomy (employment, economy)	811	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1983	5	6.67	irrelevant	812	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2007	2	10	relinequality, implicit	814	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
2003	1	10	relinequality, explicit	816	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2007	5	6.67	irrelevant	818	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1994	5	6.67	irrelevant	819	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	2	2	2	3
2005	1	1	relinequality, explicit	822	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2001	3	10	relchanges (income/wages/earnings/etc.)	823	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1981	5	6.67	irrelevant	824	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1982	5	6.67	irrelevant	825	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2003	5	10	irrelevant	826	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1986	5	10	irrelevant	827	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2003	5	10	irrelevant	828	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2008	3	6.67	relchanges (income/wages/earnings/etc.)	830	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2011	5	6.67	irrelevant	831	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2012	4	6.67	releconomy (employment, economy)	832	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2008	1	1	relinequality, explicit	834	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2008	2	6.67	relinequality, implicit	835	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1983	5	6.67	irrelevant	836	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1985	2	6.67	relinequality, implicit	837	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
1983	3	10	relchanges (income/wages/earnings/etc.)	840	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1992	3	6.67	relchanges (income/wages/earnings/etc.)	841	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1981	5	6.67	irrelevant	842	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1986	3	10	relchanges (income/wages/earnings/etc.)	843	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2006	1	6.67	relinequality, explicit	845	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1997	2	6.67	relinequality, implicit	847	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
2008	2	6.67	relinequality, implicit	849	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1999	5	6.67	irrelevant	851	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1991	5	6.67	irrelevant	852	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2011	5	6.67	irrelevant	854	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
2003	1	6.67	relinequality, explicit	856	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2008	2	6.67	relinequality, implicit	860	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1997	5	6.67	irrelevant	862	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1991	5	6.67	irrelevant	863	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2001	3	6.67	relchanges (income/wages/earnings/etc.)	864	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	1	2	1	2	2
2012	4	6.67	releconomy (employment, economy)	865	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2012	1	6.67	relinequality, explicit	866	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	2	2	1	1	1
2012	2	6.67	relinequality, implicit	868	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	2	2	1	1	1
2010	2	6.67	relinequality, implicit	871	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	2	2	1	1	1
1982	1	6.67	relinequality, explicit	873	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	2	2	1	1	1
1998	5	10	irrelevant	874	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
1998	5	6.67	irrelevant	875	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1992	3	6.67	relchanges (income/wages/earnings/etc.)	876	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1984	3	10	relchanges (income/wages/earnings/etc.)	879	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
2012	4	6.67	releconomy (employment, economy)	882	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1980	3	10	relchanges (income/wages/earnings/etc.)	883	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1999	5	6.67	irrelevant	884	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1995	1	6.67	relinequality, explicit	885	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
1985	1	6.67	relinequality, explicit	888	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2000	5	6.67	irrelevant	889	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1994	3	10	relchanges (income/wages/earnings/etc.)	890	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1985	5	6.67	irrelevant	891	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
1985	1	6.67	relinequality, explicit	892	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1982	3	10	relchanges (income/wages/earnings/etc.)	893	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1985	1	6.67	relinequality, explicit	894	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1989	5	6.67	irrelevant	898	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2007	1	1	relinequality, explicit	899	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2008	5	6.67	irrelevant	901	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	1	2	2	3
1982	2	10	relinequality, implicit	902	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2008	1	1	relinequality, explicit	906	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2010	5	6.67	irrelevant	910	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
1981	1	10	relinequality, explicit	912	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2009	3	6.67	relchanges (income/wages/earnings/etc.)	915	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1986	3	10	relchanges (income/wages/earnings/etc.)	916	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1981	1	10	relinequality, explicit	918	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1995	1	10	relinequality, explicit	919	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2011	4	6.67	releconomy (employment, economy)	920	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1982	3	10	relchanges (income/wages/earnings/etc.)	921	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2007	5	6.67	irrelevant	922	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
2011	1	6.67	relinequality, explicit	925	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
2008	1	6.67	relinequality, explicit	926	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1995	3	10	relchanges (income/wages/earnings/etc.)	931	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
2011	3	6.67	relchanges (income/wages/earnings/etc.)	932	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1983	3	10	relchanges (income/wages/earnings/etc.)	933	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
2007	1	1	relinequality, explicit	936	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2007	3	10	relchanges (income/wages/earnings/etc.)	945	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
2005	5	6.67	irrelevant	946	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2007	3	6.67	relchanges (income/wages/earnings/etc.)	947	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	2	1	2	2
2008	3	10	relchanges (income/wages/earnings/etc.)	951	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	1	2	1	2	2
2012	5	6.67	irrelevant	952	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2008	1	6.67	relinequality, explicit	953	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
2003	1	6.67	relinequality, explicit	954	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2012	2	1	relinequality, implicit	955	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1981	4	10	releconomy (employment, economy)	956	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
2008	5	6.67	irrelevant	958	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	2	2	2	3
2007	1	1	relinequality, explicit	965	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2003	1	6.67	relinequality, explicit	968	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2008	5	6.67	irrelevant	969	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
2011	4	6.67	releconomy (employment, economy)	970	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1997	3	10	relchanges (income/wages/earnings/etc.)	971	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1981	3	10	relchanges (income/wages/earnings/etc.)	972	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
2006	4	10	releconomy (employment, economy)	978	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	1	2	1	2	2
2009	1	6.67	relinequality, explicit	979	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2005	5	6.67	irrelevant	980	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2000	5	6.67	irrelevant	981	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1998	5	10	irrelevant	982	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2003	3	6.67	relchanges (income/wages/earnings/etc.)	983	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2007	3	6.67	relchanges (income/wages/earnings/etc.)	984	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
2010	4	6.67	releconomy (employment, economy)	985	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
2004	1	6.67	relinequality, explicit	986	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1981	1	10	relinequality, explicit	988	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2008	4	6.67	releconomy (employment, economy)	989	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1985	1	6.67	relinequality, explicit	992	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1996	5	6.67	irrelevant	993	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1999	5	6.67	irrelevant	995	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1993	3	10	relchanges (income/wages/earnings/etc.)	996	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1996	1	6.67	relinequality, explicit	997	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
1997	5	6.67	irrelevant	998	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1990	2	6.67	relinequality, implicit	999	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
2001	5	6.67	irrelevant	1001	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1993	1	10	relinequality, explicit	1002	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1982	1	6.67	relinequality, explicit	1003	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2001	2	10	relinequality, implicit	1005	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
2003	5	10	irrelevant	1006	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1997	3	6.67	relchanges (income/wages/earnings/etc.)	1008	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
2000	1	6.67	relinequality, explicit	1009	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1986	5	6.67	irrelevant	1010	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2001	3	6.67	relchanges (income/wages/earnings/etc.)	1013	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1992	1	6.67	relinequality, explicit	1014	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
2009	1	6.67	relinequality, explicit	1016	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1988	1	6.67	relinequality, explicit	1018	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1988	1	6.67	relinequality, explicit	1020	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	1	2	1	1	1
1989	5	6.67	irrelevant	1021	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
1998	5	6.67	irrelevant	1023	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1994	1	1	relinequality, explicit	1024	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1995	1	1	relinequality, explicit	1025	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1995	5	1	irrelevant	1026	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1993	5	6.67	irrelevant	1028	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1995	1	1	relinequality, explicit	1032	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1993	3	10	relchanges (income/wages/earnings/etc.)	1033	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	2	1	2	2
2003	2	6.67	relinequality, implicit	1035	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	1	1	1	1
1994	1	1	relinequality, explicit	1037	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1986	5	6.67	irrelevant	1038	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1996	5	6.67	irrelevant	1039	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
1983	2	6.67	relinequality, implicit	1042	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1995	5	6.67	irrelevant	1043	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1994	1	6.67	relinequality, explicit	1044	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1996	5	6.67	irrelevant	1045	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1982	5	6.67	irrelevant	1047	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
