ID,year,code,weight,code_label,id,binary1,binary2,three_code1,three_code2,four_code,five_code,binary3,three_code3,four_code2
631,2007,5,6.67,irrelevant,632,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
632,2004,5,6.67,irrelevant,633,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
633,1996,5,6.67,irrelevant,634,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
634,1980,4,6.67,"releconomy (employment, economy)",635,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
635,1985,2,6.67,"relinequality, implicit",636,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
636,1993,3,6.67,relchanges (income/wages/earnings/etc.),637,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
637,2005,5,6.67,irrelevant,638,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
638,2008,5,6.67,irrelevant,639,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
639,1982,5,6.67,irrelevant,640,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
640,1982,5,6.67,irrelevant,641,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
641,1986,5,6.67,irrelevant,642,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
642,1980,4,6.67,"releconomy (employment, economy)",643,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
643,1989,5,6.67,irrelevant,644,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
644,1984,3,10,relchanges (income/wages/earnings/etc.),645,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
645,1996,4,10,"releconomy (employment, economy)",646,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
646,1982,3,10,relchanges (income/wages/earnings/etc.),647,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
647,1981,3,6.67,relchanges (income/wages/earnings/etc.),648,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
648,1992,1,10,"relinequality, explicit",649,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
649,1981,5,6.67,irrelevant,650,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
650,1980,5,6.67,irrelevant,651,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
651,2004,5,10,irrelevant,652,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
652,1993,5,6.67,irrelevant,653,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
653,1993,3,6.67,relchanges (income/wages/earnings/etc.),654,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
654,1988,5,6.67,irrelevant,655,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
655,2005,3,6.67,relchanges (income/wages/earnings/etc.),656,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
656,1998,5,6.67,irrelevant,657,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
657,1999,5,6.67,irrelevant,658,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
658,1987,5,6.67,irrelevant,659,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
659,1989,5,6.67,irrelevant,660,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
660,1989,5,10,irrelevant,661,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
661,2001,3,10,relchanges (income/wages/earnings/etc.),662,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
662,1993,3,10,relchanges (income/wages/earnings/etc.),663,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
663,2011,4,6.67,"releconomy (employment, economy)",664,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
664,2010,4,6.67,"releconomy (employment, economy)",665,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
665,2010,1,6.67,"relinequality, explicit",666,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
666,2012,2,6.67,"relinequality, implicit",667,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
667,2012,2,6.67,"relinequality, implicit",668,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
668,1997,5,6.67,irrelevant,669,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
669,2005,5,1,irrelevant,670,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
670,1994,3,6.67,relchanges (income/wages/earnings/etc.),671,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
671,1994,3,6.67,relchanges (income/wages/earnings/etc.),672,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
672,1994,5,6.67,irrelevant,673,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
673,1982,5,6.67,irrelevant,674,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
674,2005,2,6.67,"relinequality, implicit",675,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
675,2002,4,10,"releconomy (employment, economy)",676,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
676,1997,1,10,"relinequality, explicit",677,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
677,1983,5,6.67,irrelevant,678,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
678,2004,1,6.67,"relinequality, explicit",679,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
679,1994,5,6.67,irrelevant,680,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
680,1981,1,10,"relinequality, explicit",681,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
681,1992,3,6.67,relchanges (income/wages/earnings/etc.),682,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
682,1993,3,6.67,relchanges (income/wages/earnings/etc.),683,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
683,1983,1,6.67,"relinequality, explicit",684,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
684,2003,2,6.67,"relinequality, implicit",685,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
685,2004,5,6.67,irrelevant,686,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
686,2007,2,6.67,"relinequality, implicit",687,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
687,2002,5,6.67,irrelevant,688,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
688,2003,5,6.67,irrelevant,689,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
689,1995,1,6.67,"relinequality, explicit",690,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
690,1986,5,6.67,irrelevant,691,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
691,1980,3,6.67,relchanges (income/wages/earnings/etc.),692,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
692,1990,1,10,"relinequality, explicit",693,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
693,1990,2,10,"relinequality, implicit",694,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
694,1992,1,6.67,"relinequality, explicit",695,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
695,1991,1,6.67,"relinequality, explicit",696,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
696,1993,5,6.67,irrelevant,697,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
697,2004,5,10,irrelevant,698,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
698,1983,3,10,relchanges (income/wages/earnings/etc.),699,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
699,1991,4,10,"releconomy (employment, economy)",700,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
700,2008,3,6.67,relchanges (income/wages/earnings/etc.),701,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
701,1999,3,6.67,relchanges (income/wages/earnings/etc.),702,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
702,1987,1,10,"relinequality, explicit",703,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
703,1981,3,6.67,relchanges (income/wages/earnings/etc.),704,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
704,1982,3,10,relchanges (income/wages/earnings/etc.),705,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
705,2005,5,6.67,irrelevant,706,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
706,2006,1,1,"relinequality, explicit",707,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
707,1980,5,6.67,irrelevant,708,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
708,1993,1,6.67,"relinequality, explicit",709,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
709,1983,2,6.67,"relinequality, implicit",710,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
710,1980,3,10,relchanges (income/wages/earnings/etc.),711,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
711,2006,5,6.67,irrelevant,712,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
712,1981,5,6.67,irrelevant,713,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
713,1981,5,6.67,irrelevant,714,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
714,1981,5,6.67,irrelevant,715,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
715,1982,5,6.67,irrelevant,716,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
716,1983,5,6.67,irrelevant,717,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
717,1989,5,6.67,irrelevant,718,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
718,1984,5,6.67,irrelevant,719,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
719,1981,5,6.67,irrelevant,720,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
720,1982,3,10,relchanges (income/wages/earnings/etc.),721,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
721,1982,4,6.67,"releconomy (employment, economy)",722,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
722,2006,2,6.67,"relinequality, implicit",723,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
723,2001,5,6.67,irrelevant,724,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
724,2007,5,6.67,irrelevant,725,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
725,2008,5,6.67,irrelevant,726,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
726,2009,3,6.67,relchanges (income/wages/earnings/etc.),727,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
727,2001,3,6.67,relchanges (income/wages/earnings/etc.),728,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
728,1985,2,10,"relinequality, implicit",729,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
729,2004,5,6.67,irrelevant,730,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
730,1992,3,10,relchanges (income/wages/earnings/etc.),731,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
731,1984,2,10,"relinequality, implicit",732,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
732,1984,3,10,relchanges (income/wages/earnings/etc.),733,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
733,1982,2,10,"relinequality, implicit",734,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
734,1990,3,10,relchanges (income/wages/earnings/etc.),735,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
735,1980,2,6.67,"relinequality, implicit",736,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
736,2010,1,1,"relinequality, explicit",737,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
737,2004,5,6.67,irrelevant,738,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
738,1982,1,10,"relinequality, explicit",739,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
739,2004,3,10,relchanges (income/wages/earnings/etc.),740,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
740,2012,1,1,"relinequality, explicit",741,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
741,2009,1,6.67,"relinequality, explicit",742,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
742,1999,2,6.67,"relinequality, implicit",743,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
743,1987,5,6.67,irrelevant,744,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
744,1980,4,6.67,"releconomy (employment, economy)",745,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
745,2012,1,1,"relinequality, explicit",746,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
746,1985,3,6.67,relchanges (income/wages/earnings/etc.),747,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
747,1982,2,6.67,"relinequality, implicit",748,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
748,1981,2,6.67,"relinequality, implicit",749,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
749,1982,4,6.67,"releconomy (employment, economy)",750,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
750,1981,1,6.67,"relinequality, explicit",751,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
751,1981,3,10,relchanges (income/wages/earnings/etc.),752,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
752,1981,3,10,relchanges (income/wages/earnings/etc.),753,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
753,1981,3,10,relchanges (income/wages/earnings/etc.),754,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
754,1981,2,6.67,"relinequality, implicit",755,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
755,1982,2,6.67,"relinequality, implicit",756,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
756,1987,5,6.67,irrelevant,757,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
757,1980,5,6.67,irrelevant,758,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
758,1995,1,6.67,"relinequality, explicit",759,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
759,1985,2,10,"relinequality, implicit",760,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
760,1982,5,6.67,irrelevant,761,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
761,1980,3,6.67,relchanges (income/wages/earnings/etc.),762,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
