year	code	weight	code_label	id	binary1	binary2	three_code2	linearSVC_three_code2	linearSVC_binary1	linearSVC_binary2	b1	b2	tc
1996	4	10	releconomy (employment, economy)	432	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2003	1	6.67	relinequality, explicit	433	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1984	5	6.67	irrelevant	434	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2002	3	10	relchanges (income/wages/earnings/etc.)	435	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1989	4	6.67	releconomy (employment, economy)	436	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1988	4	10	releconomy (employment, economy)	437	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1984	1	6.67	relinequality, explicit	438	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1994	3	10	relchanges (income/wages/earnings/etc.)	439	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2005	5	6.67	irrelevant	440	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1997	3	10	relchanges (income/wages/earnings/etc.)	441	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2010	1	6.67	relinequality, explicit	442	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2004	5	10	irrelevant	443	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1988	5	6.67	irrelevant	444	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
1987	3	10	relchanges (income/wages/earnings/etc.)	445	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	1	2	1	2	2
1987	5	6.67	irrelevant	446	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2002	2	6.67	relinequality, implicit	447	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1988	5	6.67	irrelevant	448	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2012	5	6.67	irrelevant	449	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	2	2	2	2	3
1989	2	10	relinequality, implicit	450	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2003	2	6.67	relinequality, implicit	451	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2001	5	6.67	irrelevant	452	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	1	2	2	3
1992	4	10	releconomy (employment, economy)	453	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1989	1	6.67	relinequality, explicit	454	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1997	1	10	relinequality, explicit	455	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2004	5	6.67	irrelevant	456	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2006	3	6.67	relchanges (income/wages/earnings/etc.)	457	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1982	1	6.67	relinequality, explicit	458	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
2003	5	6.67	irrelevant	459	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2001	5	6.67	irrelevant	460	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1981	5	6.67	irrelevant	461	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1999	3	10	relchanges (income/wages/earnings/etc.)	462	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2007	3	10	relchanges (income/wages/earnings/etc.)	463	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2001	5	6.67	irrelevant	464	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1982	5	6.67	irrelevant	465	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1980	2	6.67	relinequality, implicit	466	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1996	2	6.67	relinequality, implicit	467	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1982	1	6.67	relinequality, explicit	468	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1996	5	6.67	irrelevant	469	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1993	1	1	relinequality, explicit	470	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	2	2	1	1	1
1981	1	10	relinequality, explicit	471	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2008	1	6.67	relinequality, explicit	472	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1983	4	6.67	releconomy (employment, economy)	473	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1988	1	6.67	relinequality, explicit	474	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
2008	3	6.67	relchanges (income/wages/earnings/etc.)	475	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
2011	3	6.67	relchanges (income/wages/earnings/etc.)	476	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1996	3	10	relchanges (income/wages/earnings/etc.)	477	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2003	5	6.67	irrelevant	478	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1982	1	10	relinequality, explicit	479	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1983	1	6.67	relinequality, explicit	480	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1986	5	6.67	irrelevant	481	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1987	4	6.67	releconomy (employment, economy)	482	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1982	1	6.67	relinequality, explicit	483	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1981	5	6.67	irrelevant	484	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
2012	4	6.67	releconomy (employment, economy)	485	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2003	5	10	irrelevant	486	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1991	5	10	irrelevant	487	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2011	2	6.67	relinequality, implicit	488	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	1	2	1	1	1
1993	5	10	irrelevant	489	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2002	5	6.67	irrelevant	490	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1980	3	6.67	relchanges (income/wages/earnings/etc.)	491	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	2	1	2	2
1983	5	6.67	irrelevant	492	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1980	5	6.67	irrelevant	493	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2008	4	6.67	releconomy (employment, economy)	494	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1984	3	10	relchanges (income/wages/earnings/etc.)	495	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	2	1	2	2
2000	5	6.67	irrelevant	496	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
1998	2	6.67	relinequality, implicit	497	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1983	3	10	relchanges (income/wages/earnings/etc.)	498	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1995	5	6.67	irrelevant	499	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1992	1	1	relinequality, explicit	500	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1981	5	6.67	irrelevant	501	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2007	5	10	irrelevant	502	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2008	4	6.67	releconomy (employment, economy)	503	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2003	5	10	irrelevant	504	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1983	5	6.67	irrelevant	505	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
2007	5	6.67	irrelevant	506	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
1980	2	6.67	relinequality, implicit	507	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1988	3	6.67	relchanges (income/wages/earnings/etc.)	508	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2011	4	6.67	releconomy (employment, economy)	509	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1989	5	6.67	irrelevant	510	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2001	1	1	relinequality, explicit	511	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1983	1	6.67	relinequality, explicit	512	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1984	5	6.67	irrelevant	513	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
1994	2	6.67	relinequality, implicit	514	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1980	4	6.67	releconomy (employment, economy)	515	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1982	1	6.67	relinequality, explicit	516	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1982	2	6.67	relinequality, implicit	517	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1989	2	6.67	relinequality, implicit	518	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1980	3	6.67	relchanges (income/wages/earnings/etc.)	519	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1981	2	6.67	relinequality, implicit	520	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1989	5	10	irrelevant	521	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	1	2	2	3
1984	2	10	relinequality, implicit	522	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1982	1	6.67	relinequality, explicit	523	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2004	5	6.67	irrelevant	524	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2010	1	6.67	relinequality, explicit	525	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2008	3	6.67	relchanges (income/wages/earnings/etc.)	526	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1989	3	6.67	relchanges (income/wages/earnings/etc.)	527	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2008	5	10	irrelevant	528	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2004	3	6.67	relchanges (income/wages/earnings/etc.)	529	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2004	5	10	irrelevant	530	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1981	5	6.67	irrelevant	531	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1987	3	6.67	relchanges (income/wages/earnings/etc.)	532	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2001	3	6.67	relchanges (income/wages/earnings/etc.)	533	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1984	1	1	relinequality, explicit	534	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2003	3	6.67	relchanges (income/wages/earnings/etc.)	535	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2001	1	6.67	relinequality, explicit	536	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2001	5	6.67	irrelevant	537	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2010	3	6.67	relchanges (income/wages/earnings/etc.)	538	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2006	5	6.67	irrelevant	539	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1997	1	6.67	relinequality, explicit	540	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
2012	4	6.67	releconomy (employment, economy)	541	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1986	2	6.67	relinequality, implicit	542	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1992	2	6.67	relinequality, implicit	543	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1993	4	6.67	releconomy (employment, economy)	544	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1994	1	6.67	relinequality, explicit	545	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2002	3	10	relchanges (income/wages/earnings/etc.)	546	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1987	5	6.67	irrelevant	547	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1998	5	10	irrelevant	548	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1998	3	10	relchanges (income/wages/earnings/etc.)	549	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2011	4	6.67	releconomy (employment, economy)	550	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2001	1	6.67	relinequality, explicit	551	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1983	4	6.67	releconomy (employment, economy)	552	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2009	1	6.67	relinequality, explicit	553	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2009	1	6.67	relinequality, explicit	554	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1982	1	6.67	relinequality, explicit	555	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1982	1	6.67	relinequality, explicit	556	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1982	4	6.67	releconomy (employment, economy)	557	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1989	5	10	irrelevant	558	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
2009	5	6.67	irrelevant	559	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	2	2	2	3
1989	5	6.67	irrelevant	560	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1990	3	10	relchanges (income/wages/earnings/etc.)	561	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2004	4	10	releconomy (employment, economy)	562	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1986	5	6.67	irrelevant	563	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1990	2	6.67	relinequality, implicit	564	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1983	5	6.67	irrelevant	565	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2011	4	6.67	releconomy (employment, economy)	566	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	1	2	1	2	2
1981	2	10	relinequality, implicit	567	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1981	2	6.67	relinequality, implicit	568	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2000	5	6.67	irrelevant	569	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2000	3	6.67	relchanges (income/wages/earnings/etc.)	570	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2008	2	6.67	relinequality, implicit	571	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1988	3	10	relchanges (income/wages/earnings/etc.)	572	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
2003	5	10	irrelevant	573	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1993	1	10	relinequality, explicit	574	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2005	2	6.67	relinequality, implicit	575	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1980	1	6.67	relinequality, explicit	576	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1991	5	6.67	irrelevant	577	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1987	5	6.67	irrelevant	578	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1993	1	1	relinequality, explicit	579	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1995	5	6.67	irrelevant	580	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2008	3	10	relchanges (income/wages/earnings/etc.)	581	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1989	1	6.67	relinequality, explicit	582	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1989	2	6.67	relinequality, implicit	583	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2001	1	1	relinequality, explicit	584	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2012	4	6.67	releconomy (employment, economy)	585	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1999	4	10	releconomy (employment, economy)	586	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1980	3	6.67	relchanges (income/wages/earnings/etc.)	587	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1991	2	6.67	relinequality, implicit	588	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1990	5	6.67	irrelevant	589	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2008	3	6.67	relchanges (income/wages/earnings/etc.)	590	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2003	2	6.67	relinequality, implicit	591	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1985	1	6.67	relinequality, explicit	592	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1980	4	6.67	releconomy (employment, economy)	593	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2003	5	10	irrelevant	594	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1983	2	6.67	relinequality, implicit	595	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1995	1	10	relinequality, explicit	596	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1994	4	10	releconomy (employment, economy)	597	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2011	4	6.67	releconomy (employment, economy)	598	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1994	3	6.67	relchanges (income/wages/earnings/etc.)	599	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2004	5	10	irrelevant	600	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1999	3	10	relchanges (income/wages/earnings/etc.)	601	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1986	5	6.67	irrelevant	602	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1980	5	6.67	irrelevant	603	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2005	5	6.67	irrelevant	604	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1982	5	6.67	irrelevant	605	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1982	5	6.67	irrelevant	606	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	2	2	2	3
1984	5	6.67	irrelevant	607	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2009	3	6.67	relchanges (income/wages/earnings/etc.)	608	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2010	5	6.67	irrelevant	609	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1981	1	10	relinequality, explicit	610	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1996	1	6.67	relinequality, explicit	611	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
2009	2	6.67	relinequality, implicit	612	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2003	1	6.67	relinequality, explicit	613	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2005	1	10	relinequality, explicit	614	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1992	3	6.67	relchanges (income/wages/earnings/etc.)	615	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	2	1	2	2
2012	1	1	relinequality, explicit	616	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1990	1	6.67	relinequality, explicit	617	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1981	4	6.67	releconomy (employment, economy)	618	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2007	5	6.67	irrelevant	622	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
2007	5	6.67	irrelevant	623	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
2006	5	6.67	irrelevant	619	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
2006	5	6.67	irrelevant	620	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
2006	5	6.67	irrelevant	621	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	2	2	2	3
2005	5	6.67	irrelevant	624	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2005	5	6.67	irrelevant	625	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2005	2	6.67	relinequality, implicit	626	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
2005	5	6.67	irrelevant	627	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	2	2	2	3
2005	5	6.67	irrelevant	628	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	2	2	2	3
2005	5	6.67	irrelevant	629	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
2005	4	6.67	releconomy (employment, economy)	630	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	2	1	2	2
1982	2	6.67	relinequality, implicit	631	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2007	5	6.67	irrelevant	632	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2004	5	6.67	irrelevant	633	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1996	5	6.67	irrelevant	634	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1980	4	6.67	releconomy (employment, economy)	635	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1985	2	6.67	relinequality, implicit	636	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	2	2	1	1	1
1993	3	6.67	relchanges (income/wages/earnings/etc.)	637	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2005	5	6.67	irrelevant	638	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2008	5	6.67	irrelevant	639	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1982	5	6.67	irrelevant	640	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1982	5	6.67	irrelevant	641	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
1986	5	6.67	irrelevant	642	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1980	4	6.67	releconomy (employment, economy)	643	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	1	2	1	2	2
1989	5	6.67	irrelevant	644	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1984	3	10	relchanges (income/wages/earnings/etc.)	645	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1996	4	10	releconomy (employment, economy)	646	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
